Device ID,Serial Number,Time Recorded
1000000019ec0d94,110923079,2024-05-24 14:35:32
100000001a361965,111423003,2024-05-24 14:35:32
100000001a8c70c0,110923003,2024-05-24 14:35:33
100000001b193c43,082023046,2024-05-24 14:35:33
100000001d12782f,101223014,2024-05-24 14:35:33
100000001edb2697,032024006,2024-05-24 14:35:33
100000001f2c52ff,100223006,2024-05-24 14:35:33
100000001f9c5d1e,110923001,2024-05-24 14:35:33
100000001fbadd4b,032024030,2024-05-24 14:35:33
10000000200fea15,111423004,2024-05-24 14:35:34
10000000201b6986,112723017,2024-05-24 14:35:34
10000000205b92d1,101223011,2024-05-24 14:35:34
10000000205f94ab,100223033,2024-05-24 14:35:34
1000000020b2a554,100223042,2024-05-24 14:35:34
1000000020cb2924,010124014,2024-05-24 14:35:34
1000000020f50b8d,111423026,2024-05-24 14:35:35
1000000022701d04,100223046,2024-05-24 14:35:35
1000000022769985,100223003,2024-05-24 14:35:35
1000000022a46617,090123024,2024-05-24 14:35:35
10000000237d6e03,102023007,2024-05-24 14:35:35
100000002386b740,022124030,2024-05-24 14:35:35
1000000023abd0cf,010124006,2024-05-24 14:35:35
1000000023b635a4,090123018,2024-05-24 14:35:36
1000000024386e3d,102023007,2024-05-24 14:35:36
10000000256932dd,120723056,2024-05-24 14:35:36
1000000026940853, 1031230018,2024-05-24 14:35:36
100000002863375a, 072823002,2024-05-24 14:35:36
10000000287b7ee4,110923074,2024-05-24 14:35:36
1000000028d48d94,020924021,2024-05-24 14:35:36
10000000290f70de,020924020,2024-05-24 14:35:37
1000000029bc0805,101223027,2024-05-24 14:35:37
1000000029e919d8,110923090,2024-05-24 14:35:37
100000002a2022bd,022124042,2024-05-24 14:35:37
100000002a3df819,100223031,2024-05-24 14:35:37
100000002a5fbc78,032024007,2024-05-24 14:35:37
100000002a741bec,032024076,2024-05-24 14:35:38
100000002ada8f46,032024029,2024-05-24 14:35:38
100000002af7d049,020924033,2024-05-24 14:35:38
100000002b694fb4,110923097,2024-05-24 14:35:38
100000002b6d22ae,110923044,2024-05-24 14:35:38
100000002c53695d, 1031230005,2024-05-24 14:35:38
100000002c68c8e6,081123011,2024-05-24 14:35:38
100000002cc960b2,020924029,2024-05-24 14:35:39
100000002ce70c84,110923027,2024-05-24 14:35:39
100000002d01aaa3,022124058,2024-05-24 14:35:39
100000002d209f22,090123023,2024-05-24 14:35:39
100000002daa4569,120723010,2024-05-24 14:35:39
100000002e5fc83f,112723012,2024-05-24 14:35:40
100000002e737cc0,022124056,2024-05-24 14:35:40
100000002f304864, 1017230004,2024-05-24 14:35:40
100000003046d823,081123007,2024-05-24 14:35:40
10000000307d5d15,111423006,2024-05-24 14:35:40
100000003095db16,081123020,2024-05-24 14:35:40
1000000031672135,110923043,2024-05-24 14:35:40
10000000329ce5ce,101223004,2024-05-24 14:35:41
1000000032a1d5f1,081123019,2024-05-24 14:35:41
10000000336b8149,101223019,2024-05-24 14:35:41
10000000336d79f2,No Serial,2024-05-24 14:35:41
1000000033e50e30,120723009,2024-05-24 14:35:41
1000000034bf2703,101223034,2024-05-24 14:35:41
1000000034e61562, 1016230005,2024-05-24 14:35:42
1000000034f10f7d,022124055,2024-05-24 14:35:42
1000000035689137,081123025,2024-05-24 14:35:42
100000003578709b,020924040,2024-05-24 14:35:42
10000000360fd3ae,112723022,2024-05-24 14:35:42
100000003611e8d4,100223011,2024-05-24 14:35:42
1000000036803540,010124004,2024-05-24 14:35:42
1000000036b725aa,100223035,2024-05-24 14:35:43
10000000376d9e25,032024053,2024-05-24 14:35:43
1000000037ceebc6, 092923001,2024-05-24 14:35:43
10000000382ffbce,120723011,2024-05-24 14:35:43
1000000038cb9742,100223036,2024-05-24 14:35:43
1000000038f12e07,110923035,2024-05-24 14:35:43
10000000391f5111,101223035,2024-05-24 14:35:44
10000000395dfe8e, 1017230007,2024-05-24 14:35:44
1000000039fb05d6,090123003,2024-05-24 14:35:44
100000003a04480f,020924045,2024-05-24 14:35:44
100000003b665c0b,020924050,2024-05-24 14:35:44
100000003bdde3c3,101223030,2024-05-24 14:35:44
100000003bffdcb8,100223038,2024-05-24 14:35:44
100000003c5ccef7,120723027,2024-05-24 14:35:45
100000003cf2bf7c,111423005,2024-05-24 14:35:45
100000003dcccdac,110923063,2024-05-24 14:35:45
100000003e046977,110923064,2024-05-24 14:35:45
100000003fd4731b,100223040,2024-05-24 14:35:45
100000003ff9fda5,110923012,2024-05-24 14:35:45
100000004030a9b9,010124012,2024-05-24 14:35:45
1000000041038164,111423023,2024-05-24 14:35:46
10000000413e07d0,120723020,2024-05-24 14:35:46
1000000041e15143,081723002,2024-05-24 14:35:46
10000000421fde08,022124011,2024-05-24 14:35:46
10000000427d8233,081723007,2024-05-24 14:35:46
1000000042bc06a4, 1031230013,2024-05-24 14:35:46
1000000042e7a33e,091523001,2024-05-24 14:35:47
10000000435ff351,071923006,2024-05-24 14:35:47
1000000043797a6e, 1031230017,2024-05-24 14:35:47
1000000043fe2320,100223023,2024-05-24 14:35:47
10000000453d4012,010124009,2024-05-24 14:35:47
10000000467e2bee,No Serial,2024-05-24 14:35:47
1000000046c4fb98,101223019,2024-05-24 14:35:48
1000000046e25748,090123012,2024-05-24 14:35:48
1000000047068e9e,090123015,2024-05-24 14:35:48
10000000478ab7ee,101223029,2024-05-24 14:35:48
1000000047fcce5e,100223022,2024-05-24 14:35:48
100000004865a32d,100223007,2024-05-24 14:35:48
10000000493020b4,100223037,2024-05-24 14:35:48
10000000493f14e7,080423003,2024-05-24 14:35:49
1000000049612ed5,090123022,2024-05-24 14:35:49
1000000049b3fa85,101223002,2024-05-24 14:35:49
1000000049c2bfc8,120723013,2024-05-24 14:35:49
100000004a776d9f,020924036,2024-05-24 14:35:49
100000004abffb85, 1031230001,2024-05-24 14:35:49
100000004b07548f,120723029,2024-05-24 14:35:50
100000004b4682b1,081123018,2024-05-24 14:35:50
100000004cdd29e7,111423028,2024-05-24 14:35:50
100000004cf01e94,101223024,2024-05-24 14:35:50
100000004d8a649d,100223014,2024-05-24 14:35:50
100000004eb65d0e,100223005,2024-05-24 14:35:50
100000004efd18bb,010124001,2024-05-24 14:35:50
100000004f0431a0,022124054,2024-05-24 14:35:51
1000000050397941,1002230-02,2024-05-24 14:35:51
10000000505dafe7, 1016230006,2024-05-24 14:35:51
1000000050f6f4cf,081723008,2024-05-24 14:35:51
10000000525c6760,022124051,2024-05-24 14:35:51
1000000052971cab,120723004,2024-05-24 14:35:51
1000000052d1efc6,110923095,2024-05-24 14:35:52
10000000530b4e00,110923062,2024-05-24 14:35:52
100000005386f997,110923016,2024-05-24 14:35:52
1000000053b3a5ab,110923075,2024-05-24 14:35:52
1000000053f7210c,020924028,2024-05-24 14:35:52
1000000054dc7195, 1031230010,2024-05-24 14:35:52
10000000556a875f,022124043,2024-05-24 14:35:52
1000000056bedc7f,120723021,2024-05-24 14:35:53
10000000570d71f9,100223028,2024-05-24 14:35:53
10000000572dccf6,032024051,2024-05-24 14:35:53
10000000576246ac,032024013,2024-05-24 14:35:53
10000000576a510c,020924010,2024-05-24 14:35:53
1000000058161135,071923002,2024-05-24 14:35:53
1000000058884c9f,100223012,2024-05-24 14:35:54
100000005902f72f,120723038,2024-05-24 14:35:54
100000005a915230,120723037,2024-05-24 14:35:54
100000005b2516b0,120723048,2024-05-24 14:35:54
100000005cce21e1,120723014,2024-05-24 14:35:54
100000005cd223bb,072423006,2024-05-24 14:35:54
100000005cf9d3d6,120723032,2024-05-24 14:35:55
100000005d6d2f5c,090123013,2024-05-24 14:35:55
100000005e51c1a0,020924006,2024-05-24 14:35:55
100000005fed2302,072423006,2024-05-24 14:35:55
10000000600b6db7,082523001,2024-05-24 14:35:55
10000000601b420f,112723013,2024-05-24 14:35:55
10000000606ed2ec,010124034,2024-05-24 14:35:56
1000000060f05649,110923006,2024-05-24 14:35:56
1000000060f2be07,111423009,2024-05-24 14:35:56
10000000615b5899,110923008,2024-05-24 14:35:56
10000000616c72c4,022124037,2024-05-24 14:35:56
10000000616d8d36,020924032,2024-05-24 14:35:56
10000000622ac6db,120723030,2024-05-24 14:35:57
1000000062421991,112723007,2024-05-24 14:35:57
10000000628a6dd7,0719230010,2024-05-24 14:35:57
1000000062b9175f,020924002,2024-05-24 14:35:57
1000000062eaa03e,No Serial,2024-05-24 14:35:57
1000000063080c3a,091523006,2024-05-24 14:35:57
100000006391895a,100223030,2024-05-24 14:35:58
100000006415e46d,080423009,2024-05-24 14:35:58
10000000641b6e05,120723033,2024-05-24 14:35:58
1000000064e338d4,081123005,2024-05-24 14:35:58
10000000652f7468,081123024,2024-05-24 14:35:58
10000000657918d3,101223016,2024-05-24 14:35:58
1000000065aa1635,No Serial,2024-05-24 14:35:58
100000006689ba2b, 1031230015,2024-05-24 14:35:59
10000000668cec55,090123029,2024-05-24 14:35:59
1000000066c0dea7, 1017230005,2024-05-24 14:35:59
100000006700dfa1,080423002,2024-05-24 14:35:59
1000000067077781,020924041,2024-05-24 14:35:59
10000000670d6129,110923089,2024-05-24 14:35:59
100000006761e34b,110923068,2024-05-24 14:35:59
1000000067ffbe14,020924007,2024-05-24 14:36:00
10000000682a241f,101223018,2024-05-24 14:36:00
1000000069d55b91,120723041,2024-05-24 14:36:00
1000000069de022e, 072823005,2024-05-24 14:36:00
1000000069e26c8f,020924025,2024-05-24 14:36:00
100000006a60d04a,020924017,2024-05-24 14:36:00
100000006b5d87fb,100223047,2024-05-24 14:36:01
100000006baec524,032024010,2024-05-24 14:36:01
100000006bc4fc60,010124032,2024-05-24 14:36:01
100000006be3b351,022124060,2024-05-24 14:36:01
100000006bf1df30,120723051,2024-05-24 14:36:02
100000006bf7a41b,081123015,2024-05-24 14:36:02
100000006c269f37,080423001,2024-05-24 14:36:02
100000006cc2486d,111423032,2024-05-24 14:36:02
100000006d01a130,100223010,2024-05-24 14:36:02
100000006d08ec35,120723030,2024-05-24 14:36:02
100000006d4dd9ee,081123022,2024-05-24 14:36:02
100000006e0c4dcf,110923037,2024-05-24 14:36:03
100000006ebc8907,120723031,2024-05-24 14:36:03
100000006f338f46,081723006,2024-05-24 14:36:03
100000007093eedd,081723003,2024-05-24 14:36:03
1000000071b0f57e,111423024,2024-05-24 14:36:03
1000000072186e21,112723006,2024-05-24 14:36:04
1000000072d7e836,010124020,2024-05-24 14:36:04
100000007309102c,110923065,2024-05-24 14:36:04
10000000732fc545, 071923004,2024-05-24 14:36:04
10000000735c7df8,071923001,2024-05-24 14:36:04
10000000739c7090,111423015,2024-05-24 14:36:04
1000000073ede5c0,110923011,2024-05-24 14:36:05
1000000074a55955,010124005,2024-05-24 14:36:05
1000000074fa862d,110923055,2024-05-24 14:36:05
10000000757ee563,100223015,2024-05-24 14:36:05
1000000077713393,100223001,2024-05-24 14:36:05
1000000078e52148,120723019,2024-05-24 14:36:06
1000000079249ae1,120723012,2024-05-24 14:36:06
100000007988243f,101223028,2024-05-24 14:36:06
1000000079ae3f63,010124019,2024-05-24 14:36:06
100000007a32e7d8,010124025,2024-05-24 14:36:06
100000007aadb3f3,101223009,2024-05-24 14:36:06
100000007ae8622a,101223005,2024-05-24 14:36:06
100000007b3f6ecb,120723028,2024-05-24 14:36:07
100000007b9437c0,090123002,2024-05-24 14:36:07
100000007bb7fa93,112723027,2024-05-24 14:36:07
100000007bd0a75e,111423039,2024-05-24 14:36:07
100000007d22b2a3,080423008,2024-05-24 14:36:07
100000007e1146a3,020924008,2024-05-24 14:36:07
100000007e60e742,120723024,2024-05-24 14:36:08
100000007f01da7b,010124021,2024-05-24 14:36:08
100000007f2f4c5e,010124036,2024-05-24 14:36:08
100000007f783276,110923029,2024-05-24 14:36:08
100000007f90ad64,110923076,2024-05-24 14:36:08
100000007ff1437e,022124038,2024-05-24 14:36:08
1000000080ee9983,101223013,2024-05-24 14:36:09
1000000081389f1a,110923033,2024-05-24 14:36:09
100000008225573f,110923020,2024-05-24 14:36:09
10000000829aefd1,100223008,2024-05-24 14:36:09
1000000082b08ca0,020924044,2024-05-24 14:36:09
1000000084346550,1031230007,2024-05-24 14:36:09
1000000084581bf8, 1016230008,2024-05-24 14:36:10
10000000855e4a54,120723016,2024-05-24 14:36:10
1000000085901c7d, 1016230009,2024-05-24 14:36:10
1000000085b75e6f,110923023,2024-05-24 14:36:10
1000000085d255ef,110923096,2024-05-24 14:36:10
1000000086301c74,080123001,2024-05-24 14:36:10
10000000863f0c0d,022124036,2024-05-24 14:36:10
100000008664bcab,080423006,2024-05-24 14:36:11
100000008667c382,100223039,2024-05-24 14:36:11
1000000087578797,110923038,2024-05-24 14:36:11
1000000087fecb9a,020924001,2024-05-24 14:36:11
1000000088cdcf2c,100223004,2024-05-24 14:36:11
100000008adda206,090123007,2024-05-24 14:36:12
100000008b758362,022124052,2024-05-24 14:36:12
100000008b979140,090123028,2024-05-24 14:36:12
100000008beb48ba,No Serial,2024-05-24 14:36:12
100000008bfc90e2,101223023,2024-05-24 14:36:12
100000008ca44e6f, 1017230001,2024-05-24 14:36:12
100000008d8dfc80,100223025,2024-05-24 14:36:13
100000008d961320,010124008,2024-05-24 14:36:13
100000008f458d32,090123017,2024-05-24 14:36:13
100000008f5c500f,032024011,2024-05-24 14:36:13
100000008fef7a61, 1017230002,2024-05-24 14:36:13
10000000914245d4,022124034,2024-05-24 14:36:13
10000000914e191f,010124010,2024-05-24 14:36:14
1000000091922965,110923021,2024-05-24 14:36:14
1000000091b666d4,020924003,2024-05-24 14:36:14
100000009225984e,101223026,2024-05-24 14:36:14
10000000923c4be9,010124038,2024-05-24 14:36:14
1000000092902dbd,100223026,2024-05-24 14:36:14
1000000092c5f385,022124009,2024-05-24 14:36:14
1000000093736db2,010124015,2024-05-24 14:36:15
1000000093879705,101223020,2024-05-24 14:36:15
10000000947e701d,020924026,2024-05-24 14:36:15
10000000965e6e57,112723015,2024-05-24 14:36:15
10000000966f19a7,112723018,2024-05-24 14:36:15
1000000096a39d42,010124013,2024-05-24 14:36:15
1000000096c8a7c8,120723040,2024-05-24 14:36:16
100000009798808f,020924012,2024-05-24 14:36:16
1000000097ed5d70,112723002,2024-05-24 14:36:16
1000000097fb080a,090123006,2024-05-24 14:36:16
1000000097ff9c8e,110923041,2024-05-24 14:36:16
1000000098002c29,071923008,2024-05-24 14:36:16
1000000098c3752f,110923088,2024-05-24 14:36:17
1000000098c84cf8,112723021,2024-05-24 14:36:17
1000000099b850df,100223048,2024-05-24 14:36:17
100000009a053e6a,110923007,2024-05-24 14:36:17
100000009c4f314d,022124025,2024-05-24 14:36:17
100000009c8ee748,120723006,2024-05-24 14:36:17
100000009c9d333f,090923001,2024-05-24 14:36:18
100000009cb7d6ca,013024014,2024-05-24 14:36:18
100000009d08e67f,110923051,2024-05-24 14:36:18
100000009e1973b4,110923066,2024-05-24 14:36:18
100000009ea07385,032024031,2024-05-24 14:36:18
100000009eff6a84,110923077,2024-05-24 14:36:18
100000009f192f8a,010124024,2024-05-24 14:36:18
10000000a00af613,110923060,2024-05-24 14:36:19
10000000a02f4821,020924048,2024-05-24 14:36:19
10000000a07cf22b,022124057,2024-05-24 14:36:19
10000000a0b34fa4,100223034,2024-05-24 14:36:19
10000000a0fc1f63,111423027,2024-05-24 14:36:20
10000000a110833d,120723052,2024-05-24 14:36:20
10000000a1ea0102, 1017230003,2024-05-24 14:36:20
10000000a205fa89,032024027,2024-05-24 14:36:20
10000000a3ae0a36, 1031230016,2024-05-24 14:36:20
10000000a3bf09b5,101223010,2024-05-24 14:36:20
10000000a3e0c289,120723039,2024-05-24 14:36:21
10000000a4a6a326,091523005,2024-05-24 14:36:21
10000000a4fbc61d,120723035,2024-05-24 14:36:21
10000000a63c5065, 1017230006,2024-05-24 14:36:21
10000000a65833f0,091523002,2024-05-24 14:36:21
10000000a7aea6f6,110923071,2024-05-24 14:36:21
10000000a82cdbbe,081123002,2024-05-24 14:36:22
10000000a8b57379,112723004,2024-05-24 14:36:22
10000000a8dd6e11,101223015,2024-05-24 14:36:22
10000000a8f6ed39,010124007,2024-05-24 14:36:22
10000000a91424c7, 1031230008,2024-05-24 14:36:22
10000000aa105a32,010124029,2024-05-24 14:36:22
10000000aa8cb6d4,120723036,2024-05-24 14:36:23
10000000aaa961b5,022124014,2024-05-24 14:36:23
10000000aac4c723,101223021,2024-05-24 14:36:23
10000000ab6ce4ea,110923091,2024-05-24 14:36:23
10000000ac9f8d88,022124040,2024-05-24 14:36:23
10000000ae78cad8,100223019,2024-05-24 14:36:23
10000000afb0c849,081723004,2024-05-24 14:36:23
10000000afe8a0cf,020924022,2024-05-24 14:36:24
10000000b024a84f,091523007,2024-05-24 14:36:24
10000000b0c862d4,110923054,2024-05-24 14:36:24
10000000b1833248, 1031230011,2024-05-24 14:36:24
10000000b189f55f,110923046,2024-05-24 14:36:24
10000000b195fa40,100223020,2024-05-24 14:36:24
10000000b197f0d9,020924027,2024-05-24 14:36:25
10000000b34781d0,090123010,2024-05-24 14:36:25
10000000b34fe818,112723016,2024-05-24 14:36:25
10000000b39f2680,110923014,2024-05-24 14:36:25
10000000b505dda2,090123009,2024-05-24 14:36:25
10000000b51d8190, 071223009,2024-05-24 14:36:25
10000000b5317680,022124024,2024-05-24 14:36:25
10000000b598fc3d,081723009,2024-05-24 14:36:26
10000000b5a50693,110923059,2024-05-24 14:36:26
10000000b5f501f2,112723008,2024-05-24 14:36:26
10000000b68642ee,110923032,2024-05-24 14:36:26
10000000b69f992b,010124033,2024-05-24 14:36:26
10000000b6d0d49f,120723018,2024-05-24 14:36:26
10000000b6e53cd6,091523004,2024-05-24 14:36:27
10000000b70ed747,112723026,2024-05-24 14:36:27
10000000b71c4ea6,110923069,2024-05-24 14:36:27
10000000b74ad5c8,010124031,2024-05-24 14:36:27
10000000b7619ead, 072823001,2024-05-24 14:36:27
10000000b826d34c, 072823006,2024-05-24 14:36:28
10000000b85182a2,112723019,2024-05-24 14:36:28
10000000b878be2b,010124035,2024-05-24 14:36:28
10000000b8b0fd4b,020924049,2024-05-24 14:36:28
10000000b92a59ba,110923082,2024-05-24 14:36:28
10000000ba6b6f5b,110923086,2024-05-24 14:36:28
10000000baa12ee9,111423024,2024-05-24 14:36:28
10000000bb8a7584,022124053,2024-05-24 14:36:29
10000000bc210484, 072823004,2024-05-24 14:36:29
10000000bcbeb50e,101223031,2024-05-24 14:36:29
10000000bd433cb5,022124031,2024-05-24 14:36:29
10000000bdb2e13d,080423005,2024-05-24 14:36:29
10000000beb03c3c,120723003,2024-05-24 14:36:29
10000000beb9b7f6,110923045,2024-05-24 14:36:30
10000000beba0314,101223003,2024-05-24 14:36:30
10000000bf1aa624,020924019,2024-05-24 14:36:30
10000000bf86b315,090123027,2024-05-24 14:36:30
10000000c01433ca, 1016230010,2024-05-24 14:36:30
10000000c0296894, 1017230008,2024-05-24 14:36:30
10000000c0d361fc,081123017,2024-05-24 14:36:30
10000000c108296a,110923080,2024-05-24 14:36:31
10000000c13e906f,110923057,2024-05-24 14:36:31
10000000c1425c7a,111423013,2024-05-24 14:36:31
10000000c1ef516d,010124016,2024-05-24 14:36:31
10000000c2094a7b, 1031230002,2024-05-24 14:36:31
10000000c21ca602,110923048,2024-05-24 14:36:31
10000000c329060a,010124037,2024-05-24 14:36:32
10000000c3f225f3,120723008,2024-05-24 14:36:32
10000000c48660bb,100223045,2024-05-24 14:36:32
10000000c4dbd2e7,120723042,2024-05-24 14:36:32
10000000c5592be1,110923013,2024-05-24 14:36:32
10000000c88b7992,090123005,2024-05-24 14:36:32
10000000c9155cd7,071923009,2024-05-24 14:36:32
10000000ca101cb2,111423038,2024-05-24 14:36:33
10000000cae4458e,101223007,2024-05-24 14:36:33
10000000cb6ec858,112723025,2024-05-24 14:36:33
10000000cc44d9b3, 1031230009,2024-05-24 14:36:33
10000000ccd36961,020924016,2024-05-24 14:36:33
10000000cd020e5a,111423014,2024-05-24 14:36:33
10000000cd7989d4,101223032,2024-05-24 14:36:33
10000000cea43596,022124044,2024-05-24 14:36:34
10000000cf05d364,020924035,2024-05-24 14:36:34
10000000d04c9ed8, 1016230004,2024-05-24 14:36:34
10000000d077a755,091523003,2024-05-24 14:36:34
10000000d0f4d649,020924015,2024-05-24 14:36:34
10000000d130e8e0, 1016230007,2024-05-24 14:36:34
10000000d1517680,090123008,2024-05-24 14:36:34
10000000d179fafc,110923040,2024-05-24 14:36:35
10000000d187e790,120723044,2024-05-24 14:36:35
10000000d1898cc4,110923005,2024-05-24 14:36:35
10000000d1deb8ba,TEST,2024-05-24 14:36:35
10000000d2385656,081123003,2024-05-24 14:36:36
10000000d26d6b90,110923072,2024-05-24 14:36:36
10000000d2cb644b,No Serial,2024-05-24 14:36:36
10000000d3b03bcf,110923019,2024-05-24 14:36:36
10000000d520b17e,No Serial,2024-05-24 14:36:36
10000000d5470196, 1031230004,2024-05-24 14:36:36
10000000d54b4b34,100223024,2024-05-24 14:36:36
10000000d5547f78,120723015,2024-05-24 14:36:37
10000000d597bf3b,010124017,2024-05-24 14:36:37
10000000d65423bb,110923085,2024-05-24 14:36:37
10000000d6837526,112723009,2024-05-24 14:36:37
10000000d85291c1,090123026,2024-05-24 14:36:37
10000000d8ca882e,032024008,2024-05-24 14:36:37
10000000d8dd420c, 092223001,2024-05-24 14:36:38
10000000d9413baa,022124032,2024-05-24 14:36:38
10000000d9430d2e,100223021,2024-05-24 14:36:38
10000000da0782d0,120723049,2024-05-24 14:36:38
10000000dac6b1c8, 1031230006,2024-05-24 14:36:38
10000000dbc2ec13,020924030,2024-05-24 14:36:38
10000000dc789ad3,110923010,2024-05-24 14:36:39
10000000dde0b65d,071923003,2024-05-24 14:36:39
10000000de818487,090123014,2024-05-24 14:36:39
10000000df1164c6,101223025,2024-05-24 14:36:39
10000000df11711e,110923030,2024-05-24 14:36:39
10000000df2eace0,110923092,2024-05-24 14:36:39
10000000df962b7e,110923087,2024-05-24 14:36:39
10000000dfd44b52,110923047,2024-05-24 14:36:40
10000000dff1fdfb,080423007,2024-05-24 14:36:40
10000000e0735628,112723015,2024-05-24 14:36:40
10000000e0f52219,110923058,2024-05-24 14:36:40
10000000e2782f76,110923050,2024-05-24 14:36:40
10000000e3810841,081723010,2024-05-24 14:36:40
10000000e4183923,112723011,2024-05-24 14:36:40
10000000e439fb9e,110923034,2024-05-24 14:36:41
10000000e4dcec28,081723005,2024-05-24 14:36:41
10000000e58e1c34,112723010,2024-05-24 14:36:41
10000000e5f5c570,022124033,2024-05-24 14:36:41
10000000e7d800c1,120723047,2024-05-24 14:36:41
10000000e7db2b33,110923042,2024-05-24 14:36:41
10000000e8038938,081123012,2024-05-24 14:36:42
10000000e817af14,110923052,2024-05-24 14:36:42
10000000e868cb30,110923024,2024-05-24 14:36:42
10000000e8efba4a,101223001,2024-05-24 14:36:42
10000000e8f8fd2c,010124028,2024-05-24 14:36:42
10000000e944f22a,111423018,2024-05-24 14:36:42
10000000ea01678b,100223032,2024-05-24 14:36:43
10000000ea8e9794,101223012,2024-05-24 14:36:43
10000000eada3f30,010124027,2024-05-24 14:36:43
10000000eae564cc,101223017,2024-05-24 14:36:43
10000000eb2ae44b,110923083,2024-05-24 14:36:43
10000000eb6193ca,112723024,2024-05-24 14:36:43
10000000ebd42271,100223049,2024-05-24 14:36:44
10000000ec8926bd,020924031,2024-05-24 14:36:44
10000000ec8e7601,090123021,2024-05-24 14:36:44
10000000ecaac53a, 1031230003,2024-05-24 14:36:44
10000000eccea5fe,090123004,2024-05-24 14:36:44
10000000ecda03a9,071923007,2024-05-24 14:36:44
10000000ee3a7e2b,020924038,2024-05-24 14:36:45
10000000ee597133,110923009,2024-05-24 14:36:45
10000000ee8665e0,110923093,2024-05-24 14:36:45
10000000ee8ce2c6,022124050,2024-05-24 14:36:45
10000000ee8f1c6b,110923070,2024-05-24 14:36:45
10000000eed77a0e,100223002,2024-05-24 14:36:45
10000000eef23bce,100223029,2024-05-24 14:36:46
10000000ef094248,120723043,2024-05-24 14:36:46
10000000ef9bc0fd,110923073,2024-05-24 14:36:46
10000000f06fc360,120723001,2024-05-24 14:36:46
10000000f12ad66f,010124022,2024-05-24 14:36:46
10000000f1448638,112723020,2024-05-24 14:36:46
10000000f1a78847,100223009,2024-05-24 14:36:46
10000000f1d1514c,110923098,2024-05-24 14:36:47
10000000f1e23ae1, 072823003,2024-05-24 14:36:47
10000000f2ac6d38,120723055,2024-05-24 14:36:47
10000000f2d4bfd8,110923099,2024-05-24 14:36:47
10000000f42888cf,110923039,2024-05-24 14:36:47
10000000f4acebb0,110923067,2024-05-24 14:36:47
10000000f4d25809,120723007,2024-05-24 14:36:48
10000000f4dff427,020924047,2024-05-24 14:36:48
10000000f509e6c1, 1023230001,2024-05-24 14:36:48
10000000f5953614,010124011,2024-05-24 14:36:48
10000000f598981d,100223017,2024-05-24 14:36:48
10000000f706299e,090123021,2024-05-24 14:36:48
